                Name	              Artist	               Album	               Genre	      Time
 Passage of Time III	      Edge Of Sanity	          Crimson II	               Metal	      1:06
  Passage of Time IV	      Edge Of Sanity	          Crimson II	               Metal	      1:31
   Passage of Time V	      Edge Of Sanity	          Crimson II	               Metal	      1:12
Passage of Time VIII	      Edge Of Sanity	          Crimson II	               Metal	      0:42
   Passage of Time X	      Edge Of Sanity	          Crimson II	               Metal	      1:11
 The Silent Threat I	      Edge Of Sanity	          Crimson II	               Metal	      1:04
    Achilles Heel II	      Edge Of Sanity	          Crimson II	               Metal	      0:25
   Achilles Heel III	      Edge Of Sanity	          Crimson II	               Metal	      1:12
 Covenant of Souls I	      Edge Of Sanity	          Crimson II	               Metal	      1:19
Covenant of Souls II	      Edge Of Sanity	          Crimson II	               Metal	      1:51
Covenant of Souls IV	      Edge Of Sanity	          Crimson II	               Metal	      1:11
 Covenant of Souls V	      Edge Of Sanity	          Crimson II	               Metal	      1:41
Covenant of Souls VI	      Edge Of Sanity	          Crimson II	               Metal	      0:53
     Face to Face II	      Edge Of Sanity	          Crimson II	               Metal	      0:24
    Face to Face III	      Edge Of Sanity	          Crimson II	               Metal	      0:21
     Face to Face IV	      Edge Of Sanity	          Crimson II	               Metal	      0:32
      Face to Face V	      Edge Of Sanity	          Crimson II	               Metal	      0:57
   Disintegration II	      Edge Of Sanity	          Crimson II	               Metal	      1:04
        Aftermath II	      Edge Of Sanity	          Crimson II	               Metal	      1:13
        Aftermath IV	      Edge Of Sanity	          Crimson II	               Metal	      1:28
      The Unorthodox	      Edge Of Sanity	          Unorthodox	       General Metal	      0:38
         Everlasting	      Edge Of Sanity	          Unorthodox	       General Metal	      5:34
     After Afterlife	      Edge Of Sanity	          Unorthodox	       General Metal	      4:37
  Beyond The Unknown	      Edge Of Sanity	          Unorthodox	       General Metal	      3:51
           Nocturnal	      Edge Of Sanity	          Unorthodox	       General Metal	      5:35
            Cold Sun	      Edge Of Sanity	          Unorthodox	       General Metal	      2:54
   Dead But Dreaming	      Edge Of Sanity	          Unorthodox	       General Metal	      4:03
    When All Is Said	      Edge Of Sanity	          Unorthodox	       General Metal	      6:53
          Black Mass	     Electric Wizard	        Black Masses	   Doom/Stoner Metal	      6:06
       Venus In Furs	     Electric Wizard	        Black Masses	   Doom/Stoner Metal	      6:22
      The Nightchild	     Electric Wizard	        Black Masses	   Doom/Stoner Metal	      8:02
    Patterns Of Evil	     Electric Wizard	        Black Masses	   Doom/Stoner Metal	      6:29
            Satyr IX	     Electric Wizard	        Black Masses	   Doom/Stoner Metal	      9:57
  Turn Off Your Mind	     Electric Wizard	        Black Masses	   Doom/Stoner Metal	      5:51
       Scorpio Curse	     Electric Wizard	        Black Masses	   Doom/Stoner Metal	      7:30
    Crypt Of Drugula	     Electric Wizard	        Black Masses	   Doom/Stoner Metal	      8:49
         Return Trip	     Electric Wizard	 Come My Fanatics...	               Metal	     10:02
     Wizard In Black	     Electric Wizard	 Come My Fanatics...	               Metal	      8:02
       Doom - Mantra	     Electric Wizard	 Come My Fanatics...	               Metal	      8:52
      Son Of Nothing	     Electric Wizard	 Come My Fanatics...	               Metal	      6:32
         Solarian 13	     Electric Wizard	 Come My Fanatics...	               Metal	      7:59
     Vinium Sabbathi	     Electric Wizard	          Dopethrone	               Metal	      3:06
         Funerapolis	     Electric Wizard	          Dopethrone	               Metal	      8:43
         Wierd Tales	     Electric Wizard	          Dopethrone	               Metal	     15:04
           Barbarian	     Electric Wizard	          Dopethrone	               Metal	      6:29
  I, The Witchfinder	     Electric Wizard	          Dopethrone	               Metal	     11:03
 The Hills Have Eyes	     Electric Wizard	          Dopethrone	               Metal	      0:47
         We Hate You	     Electric Wizard	          Dopethrone	               Metal	      5:08
          Dopethrone	     Electric Wizard	          Dopethrone	               Metal	     20:48
    Mind Transferral	     Electric Wizard	          Dopethrone	               Metal	     14:54
        Stone Magnet	     Electric Wizard	     Electric Wizard	               Metal	      4:55
     Mourning Prayer	     Electric Wizard	     Electric Wizard	               Metal	      5:08
   Mountains Of Mars	     Electric Wizard	     Electric Wizard	               Metal	      3:46
            Behemoth	     Electric Wizard	     Electric Wizard	               Metal	      8:54
       Devil's Bride	     Electric Wizard	     Electric Wizard	               Metal	      6:30
     Black Butterfly	     Electric Wizard	     Electric Wizard	               Metal	      8:20
      Magical Chylde	     Electric Wizard	       Fuck The RIAA	               Metal	      3:36
   Master of Alchemy	     Electric Wizard	         Let Us Prey	               Metal	      9:23
        The Outsider	     Electric Wizard	         Let Us Prey	               Metal	      9:18
  Night Of The Shape	     Electric Wizard	         Let Us Prey	               Other	      4:02
        A Chosen Few	     Electric Wizard	         Let Us Prey	               Metal	      6:35
   Priestess of Mars	     Electric Wizard	         Let Us Prey	               Metal	     10:02
       We the Undead	     Electric Wizard	         Let Us Prey	               Metal	      4:29
          Dopethorne	     Electric Wizard	         Live at BBC	               Other	      9:23
 Another Perfect Day	     Electric Wizard	         Live at BBC	               Other	      9:17
             We live	     Electric Wizard	         Live at BBC	               Other	      8:40
             Burnout	     Electric Wizard	          Supercoven	               Metal	     17:31
      Eko Eko Azarak	     Electric Wizard	            We Live!	               Metal	     10:48
             We Live	     Electric Wizard	            We Live!	               Metal	      7:47
Another Perfect Day?	     Electric Wizard	            We Live!	               Metal	      8:04
   Saturn's Children	     Electric Wizard	            We Live!	               Metal	     15:08
           Run To Me	              Elogic	 Happy 2B Hardcore 4	   Electronica/Dance	      5:03
     Origins (Intro)	           Eluveitie	             Origins	               Metal	      2:13
   The Silver Sister	           Eluveitie	             Origins	               Metal	      4:15
               Samon	           Eluveitie	              Slania	               Metal	      1:49
           Inis Mona	           Eluveitie	              Slania	               Metal	      4:09
 Gray Sublime Archon	           Eluveitie	              Slania	               Metal	      4:21
          Anagantios	           Eluveitie	              Slania	               Metal	      3:26
           Giomonios	           Eluveitie	              Slania	               Metal	      1:23
              Tarvos	           Eluveitie	              Slania	               Metal	      4:39
              Spirit	           Eluveitie	              Spirit	  Celtic/Pagan Metal	      2:32
          Uis Elveti	           Eluveitie	              Spirit	  Celtic/Pagan Metal	      4:24
                Aidu	           Eluveitie	              Spirit	  Celtic/Pagan Metal	      3:10
    The Song of Life	           Eluveitie	              Spirit	  Celtic/Pagan Metal	      4:01
             Siraxta	           Eluveitie	              Spirit	  Celtic/Pagan Metal	      5:39
The Dance of Victory	           Eluveitie	              Spirit	  Celtic/Pagan Metal	      5:24
    The Endless Knot	           Eluveitie	              Spirit	  Celtic/Pagan Metal	      6:58
               Andro	           Eluveitie	              Spirit	  Celtic/Pagan Metal	      3:41
          Uis Elveti	           Eluveitie	                Vên	                    	      4:11
              Lament	           Eluveitie	                Vên	                    	      3:33
            Jêzaïg	           Eluveitie	                Vên	                    	      4:45
Limbs In The Grinder	            Embalmer	   13 Faces of Death	                 Pop	      2:21
    Horrific Distain	            Embalmer	   13 Faces of Death	                 Pop	      4:44
  Rotten Body Fluids	            Embalmer	   13 Faces of Death	                 Pop	      3:10
       Into The Oven	            Embalmer	   13 Faces of Death	                 Pop	      4:25
       Devil's Night	            Embalmer	   13 Faces of Death	                 Pop	      2:29
                XIII	            Embalmer	   13 Faces of Death	                 Pop	      1:45
         Lunar Force	            Enslaved	                 ISA	       General Metal	      7:03
